,time,temperature,windspeed,pressure,description,cloudiness
2086,2023-04-16 08:42:10,9.99,5.14,1022.0,light intensity drizzle,75
2087,2023-04-16 09:07:12,9.99,2.57,1022.0,light intensity drizzle,75
2088,2023-04-16 09:41:42,9.99,4.63,1022.0,broken clouds,75
2089,2023-04-16 10:13:35,9.99,2.06,1023.0,broken clouds,75
2090,2023-04-16 10:45:16,9.99,5.14,1023.0,broken clouds,75
2091,2023-04-16 11:08:00,9.99,2.24,1022.0,broken clouds,75
2092,2023-04-16 11:46:39,9.99,3.09,1022.0,broken clouds,75
2093,2023-04-16 12:11:04,9.99,3.09,1022.0,broken clouds,75
2094,2023-04-16 12:45:34,9.99,2.57,1023.0,broken clouds,75
2095,2023-04-16 13:16:18,9.99,3.13,1022.0,broken clouds,75
2096,2023-04-16 13:39:10,9.99,3.13,1023.0,broken clouds,75
2097,2023-04-16 14:19:12,9.99,4.63,1023.0,scattered clouds,40
2098,2023-04-16 14:40:15,9.99,4.63,1023.0,scattered clouds,40
2099,2023-04-16 15:19:44,9.99,5.14,1023.0,scattered clouds,40
2100,2023-04-16 15:42:44,9.99,5.14,1023.0,scattered clouds,40
2101,2023-04-16 16:17:39,9.99,4.12,1022.0,scattered clouds,40
2102,2023-04-16 16:48:41,9.99,4.12,1022.0,scattered clouds,40
2103,2023-04-16 17:10:48,9.99,3.09,1022.0,scattered clouds,40
2104,2023-04-16 17:39:10,9.99,4.63,1022.0,scattered clouds,40
2105,2023-04-16 18:10:48,9.99,3.6,1022.0,scattered clouds,40
2106,2023-04-16 18:44:32,9.99,4.12,1023.0,few clouds,20
2107,2023-04-16 19:17:58,9.99,3.09,1022.0,few clouds,20
2108,2023-04-16 19:41:14,9.99,3.09,1022.0,few clouds,20
2109,2023-04-16 20:19:15,9.99,3.09,1023.0,clear sky,0
2110,2023-04-16 20:46:05,9.99,3.09,1024.0,clear sky,0
2111,2023-04-16 21:10:48,9.99,0.89,1024.0,scattered clouds,25
2112,2023-04-16 21:49:46,9.99,4.12,1024.0,clear sky,0
2113,2023-04-16 22:17:59,9.99,3.09,1024.0,clear sky,0
2114,2023-04-16 22:49:46,9.99,3.09,1024.0,clear sky,0
2115,2023-04-16 23:10:48,9.99,1.34,1024.0,scattered clouds,42
2116,2023-04-16 23:49:47,9.99,2.57,1024.0,clear sky,0
2117,2023-04-17 00:10:22,9.99,1.34,1024.0,broken clouds,55
2118,2023-04-17 00:43:00,9.99,2.57,1024.0,clear sky,0
2119,2023-04-17 01:11:02,9.99,0.89,1024.0,overcast clouds,86
2120,2023-04-17 01:44:07,9.99,1.54,1024.0,broken clouds,75
2121,2023-04-17 02:19:48,9.99,2.57,1024.0,broken clouds,75
2122,2023-04-17 02:46:06,9.99,2.57,1024.0,broken clouds,75
2123,2023-04-17 03:11:37,9.99,2.06,1024.0,broken clouds,75
2124,2023-04-17 03:47:47,9.99,2.06,1024.0,broken clouds,75
2125,2023-04-17 04:09:14,9.99,2.06,1025.0,broken clouds,75
2126,2023-04-17 04:49:49,9.99,1.79,1024.0,broken clouds,75
2127,2023-04-17 05:09:45,9.99,1.54,1025.0,broken clouds,75
2128,2023-04-17 05:44:19,9.99,2.06,1025.0,broken clouds,75
2129,2023-04-17 06:07:06,9.99,0.45,1025.0,overcast clouds,89
2130,2023-04-17 06:47:26,9.99,1.54,1026.0,broken clouds,75
2131,2023-04-17 07:13:38,9.99,1.79,1026.0,broken clouds,75
2132,2023-04-17 07:48:05,9.99,1.54,1026.0,broken clouds,75
2133,2023-04-17 08:15:04,9.99,2.06,1026.0,broken clouds,75
2134,2023-04-17 08:35:46,9.99,2.06,1026.0,broken clouds,75
2135,2023-04-17 09:15:25,9.99,2.06,1026.0,clear sky,0
2136,2023-04-17 09:44:20,9.99,3.09,1026.0,scattered clouds,40
2137,2023-04-17 10:15:13,9.99,3.09,1027.0,scattered clouds,40
2138,2023-04-17 10:44:24,9.99,2.68,1027.0,broken clouds,75
2139,2023-04-17 11:12:06,9.99,4.12,1027.0,scattered clouds,40
2140,2023-04-17 11:48:01,9.99,3.09,1027.0,broken clouds,75
2141,2023-04-17 12:10:36,9.99,3.13,1027.0,broken clouds,75
2142,2023-04-17 12:39:54,9.99,4.63,1027.0,scattered clouds,40
2143,2023-04-17 13:09:53,9.99,3.6,1027.0,scattered clouds,40
2144,2023-04-17 13:39:59,9.99,4.12,1027.0,scattered clouds,40
2145,2023-04-17 14:10:13,9.99,4.12,1027.0,scattered clouds,40
2146,2023-04-17 14:36:34,9.99,5.66,1027.0,broken clouds,75
2147,2023-04-17 15:13:57,9.99,5.14,1027.0,broken clouds,75
2148,2023-04-17 15:46:42,9.99,5.14,1027.0,broken clouds,75
2149,2023-04-17 16:12:26,9.99,5.14,1027.0,broken clouds,75
2150,2023-04-17 16:41:32,9.99,4.12,1027.0,scattered clouds,40
2151,2023-04-17 17:17:47,9.99,3.09,1028.0,broken clouds,75
2152,2023-04-17 17:38:54,9.99,5.14,1027.0,scattered clouds,40
2153,2023-04-17 18:14:27,9.99,3.09,1027.0,scattered clouds,40
2154,2023-04-17 18:46:10,9.99,3.58,1028.0,scattered clouds,40
2155,2023-04-17 19:07:58,9.99,3.58,1028.0,scattered clouds,40
2156,2023-04-17 19:40:48,9.99,4.63,1028.0,scattered clouds,40
2157,2023-04-17 20:07:16,9.99,4.63,1029.0,scattered clouds,40
2158,2023-04-17 20:46:40,9.99,4.12,1029.0,few clouds,20
2159,2023-04-17 21:19:41,9.99,3.6,1029.0,few clouds,20
2160,2023-04-17 21:43:00,9.99,3.58,1029.0,few clouds,20
2161,2023-04-17 22:13:01,9.99,3.09,1030.0,few clouds,20
2162,2023-04-17 22:40:49,9.99,4.63,1029.0,mist,75
2163,2023-04-17 23:14:20,9.99,4.47,1029.0,mist,75
2164,2023-04-17 23:43:18,9.99,4.63,1029.0,fog,75
2165,2023-04-18 00:13:08,9.99,3.09,1029.0,fog,75
2166,2023-04-18 00:49:56,9.99,2.57,1029.0,fog,75
2167,2023-04-18 01:11:13,9.99,2.57,1029.0,fog,75
2168,2023-04-18 01:49:19,9.99,3.09,1029.0,fog,75
2169,2023-04-18 02:16:39,9.99,3.6,1029.0,fog,75
2170,2023-04-18 02:49:56,9.99,3.6,1029.0,fog,75
2171,2023-04-18 03:10:04,9.99,3.09,1029.0,fog,75
2172,2023-04-18 03:49:57,9.96,3.6,1029.0,fog,75
2173,2023-04-18 04:11:04,9.91,2.06,1029.0,fog,75
2174,2023-04-18 04:49:57,9.99,3.6,1029.0,mist,75
2175,2023-04-18 05:07:48,9.94,2.06,1029.0,mist,75
2176,2023-04-18 05:44:26,9.99,3.6,1029.0,mist,75
2177,2023-04-18 06:11:27,9.99,3.6,1029.0,mist,75
2178,2023-04-18 06:44:36,9.99,3.6,1030.0,mist,75
2179,2023-04-18 07:15:11,9.99,3.6,1030.0,mist,75
2180,2023-04-18 07:39:06,9.99,3.6,1030.0,mist,75
2181,2023-04-18 08:16:13,9.99,5.66,1030.0,broken clouds,75
2182,2023-04-18 08:47:37,9.99,5.14,1030.0,broken clouds,75
2183,2023-04-18 09:19:01,9.99,5.66,1030.0,scattered clouds,40
2184,2023-04-18 09:40:08,9.99,5.66,1030.0,scattered clouds,40
2185,2023-04-18 10:09:33,9.99,5.14,1030.0,scattered clouds,40
